rownumber,id,name,address,license desc,business desc,lat,lon,the_geom,state,county,tract,block,geoid,name,tract_block 
18567,2470289-20160915,"BEHIND THE SCENES CHICAGO, LLC",1746-1758 W LAKE ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.885282077,-87.671329628,"MULTIPOLYGON (((-87.58872199955412 41.77194399976383, -87.58893699955195 41.77194399929561, -87.59113799944852 41.77192399983349, -87.59114300046052 41.77219400035541, -87.59114800087062 41.77237600004835, -87.59066499918912 41.772379999655456, -87.58921600076079 41.77239399952993, -87.5887339992332 41.77239999988727, -87.58872900037936 41.772216999815804, -87.58872199955412 41.77194399976383)))",17,31,430300,1006,170000000000000.0,Block 1006,4303001006
18568,2042228-20140916,"TLBC FOOD, INC.",300 S RIVERSIDE PLZ 1 110,Package Goods,Retail Sales of Packaged Liquor,41.877975138000004,-87.638422171,"MULTIPOLYGON (((-87.60522900034661 41.77678599956096, -87.6048679994703 41.77678899975315, -87.60462300037234 41.776791999980375, -87.60463000024464 41.776741999903344, -87.60462200064119 41.77642799958211, -87.60459699945108 41.77533699944069, -87.60458899908596 41.77497399985818, -87.60483300017286 41.77497099966521, -87.60519800020568 41.77496699940643, -87.60521499998545 41.77551999960029, -87.60523399995364 41.77646500036581, -87.60523699919023 41.77675599997924, -87.60522900034661 41.77678599956096)))",17,31,420800,2006,170000000000000.0,Block 2006,4208002006
18569,2152680-20150316,"INTERCONTINENTAL HOTELS GROUP RESOURCES, INC.",1244 N DEARBORN ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.905215314,-87.630169952,"MULTIPOLYGON (((-87.62983099980592 41.790921999849765, -87.6294489998526 41.79092799986412, -87.62921000047483 41.7909320003611, -87.62920400015427 41.79072999973354, -87.62918799980693 41.790125999853, -87.62918499943592 41.78999100034481, -87.62916999991823 41.78992699945384, -87.62941099984573 41.789923000487754, -87.6298020009325 41.78991900047924, -87.62983099980592 41.790921999849765)))",17,31,834600,4038,170000000000000.0,Block 4038,8346004038
18600,2333193-20160916,VICE DISTRICT TAPROOM LLC,1454 S MICHIGAN AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,41.862573237,-87.62418878,"MULTIPOLYGON (((-87.69435899966976 41.900672999468114, -87.69436399959054 41.90090100019287, -87.69436500041826 41.90094699955148, -87.6943699998167 41.90112900017215, -87.69387700028075 41.9011330003292, -87.69338499941085 41.9011380006095, -87.69240000032869 41.901145999530726, -87.69239000018513 41.900722999843445, -87.69240100004552 41.90069799941861, -87.69242300055153 41.900686000055174, -87.69244399961941 41.90068399965915, -87.69308100006967 41.90068400032612, -87.69393199980865 41.900675999484015, -87.69435899966976 41.900672999468114)))",17,31,242600,2009,170000000000000.0,Block 2009,2426002009
18619,1304864-20160916,SEVENTH INC.,400 E RANDOLPH ST 7,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.884646365,-87.617248496,"MULTIPOLYGON (((-87.61693899998265 41.8307730002761, -87.61687300007979 41.83038999933597, -87.61686600061128 41.83011799931763, -87.61684700001302 41.82923599993444, -87.6168249995139 41.82813900017949, -87.61681200073218 41.827480000172876, -87.61686299999391 41.82747799990378, -87.61701900020117 41.827474999638014, -87.61707199978294 41.827474000333076, -87.6170809994962 41.82794199982942, -87.61710899939213 41.8292269999373, -87.61711099987157 41.82934699998379, -87.61712200060995 41.82976899952584, -87.61711400016304 41.829814999732356, -87.61714700001696 41.82995400042619, -87.61724700019566 41.830372999339446, -87.61728100066897 41.83051300020453, -87.61729199951631 41.83056100058633, -87.6173269993377 41.83070499980543, -87.61733900072383 41.830754000414686, -87.61732799926416 41.83082300021135, -87.61732099982967 41.8308669997889, -87.61731500054961 41.83103200062776, -87.61731299974977 41.83110200009203, -87.61724300090292 41.83110100009205, -87.61703600008121 41.831100000183405, -87.6169670001049 41.83110000022822, -87.61696400052875 41.83103399954022, -87.61695699987857 41.83087500039145, -87.6169500007859 41.830837000779724, -87.61693899998265 41.8307730002761)))",17,31,839600,1000,170000000000000.0,Block 1000,8396001000
18637,2152520-20161016,"NOODLE STATION, INC.",2022 S WENTWORTH AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.854627313,-87.63197605,"MULTIPOLYGON (((-87.66880600066973 41.746644000469985, -87.66844300038075 41.74664800039348, -87.66820199990971 41.7466519995927, -87.66819299943747 41.74628700019872, -87.66816599948933 41.74519399978771, -87.66815699981231 41.74483000060678, -87.66839799999757 41.74482699999044, -87.6687609996454 41.74482300018871, -87.66880600066973 41.746644000469985)))",17,31,710500,3011,170000000000000.0,Block 3011,7105003011
18679,28168-20150116,STANISLAW JARMAKOWICZ,5044 W ARMITAGE AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,41.916957131,-87.752724036,"MULTIPOLYGON (((-87.76409599927808 41.93997300006665, -87.7616410001228 41.94000500069091, -87.76163400054416 41.939777999839535, -87.7616320008817 41.93973199994071, -87.7616260006139 41.93955000002942, -87.76211600017379 41.93954400001615, -87.76358699920667 41.93952599959436, -87.76407800004769 41.93952099914713, -87.7640849997115 41.93970300029316, -87.76408699962751 41.93974700051179, -87.76409599927808 41.93997300006665)))",17,31,151100,3011,170000000000000.0,Block 3011,1511003011
18681,1225540-20160916,"ONE NORTH, INC.",1 N WACKER DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.881951876,-87.636620349,"MULTIPOLYGON (((-87.72826699991626 41.90625099949415, -87.72843099938149 41.90624800017697, -87.7285639991483 41.90624699997776, -87.72886099955751 41.906242999699295, -87.72885699995409 41.9063210001581, -87.72886000039735 41.906422000591526, -87.72887499925868 41.90684099971069, -87.72887900046506 41.90696099983666, -87.72887999985619 41.90699100076329, -87.72888400012155 41.907141000147575, -87.72873300013174 41.90707099981219, -87.72863799995253 41.90703399987078, -87.72818200054724 41.906855999314025, -87.72828399992726 41.90672800002489, -87.72826699991626 41.90625099949415)))",17,31,230600,1011,170000000000000.0,Block 1011,2306001011
18743,2307846-20160916,VICE DISTRICT TAPROOM LLC,1454 S MICHIGAN AVE 1,Package Goods,Retail Sales of Packaged Liquor,41.862573237,-87.62418878,"MULTIPOLYGON (((-87.83886300019803 41.9651299997448, -87.83865999978335 41.965133999639484, -87.83862600053533 41.96513500016204, -87.83839000020188 41.96513900052925, -87.83811900052011 41.96514400007137, -87.83805100009509 41.96514500051001, -87.8378479995888 41.96514899986867, -87.83784800008992 41.96486900056413, -87.83785099928502 41.96402900020069, -87.83785199927016 41.96375000002112, -87.83804899987771 41.96374599997542, -87.83864199994348 41.96373500038551, -87.83876099980031 41.96373700042649, -87.83884000022725 41.96373400049207, -87.8388389997283 41.96401300068328, -87.838839000326 41.9643849994629, -87.83884099986129 41.964852000745786, -87.83884199924279 41.96502899930503, -87.83886300019803 41.9651299997448)))",17,31,760802,1024,170000000000000.0,Block 1024,7608021024
18749,27318-20160716,M. V. ONE INCORPORATED,1543 W 87TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.735691079,-87.66232767700001,"MULTIPOLYGON (((-87.67776800017131 41.87747500023064, -87.67776100006647 41.877219999683454, -87.67773999998988 41.87645499977461, -87.67773300067479 41.87620099946563, -87.67798199985563 41.87619800088211, -87.67873100013124 41.87619000008225, -87.67898099976877 41.87618799991288, -87.6789809995782 41.87633799958626, -87.67898399985286 41.87678799947535, -87.67898500017237 41.87693900061209, -87.67897799943486 41.87696299985083, -87.67897899950889 41.87706099965763, -87.67898699912918 41.87742999991609, -87.67898999938576 41.877553000097706, -87.67880700025388 41.87747599992586, -87.67875799946916 41.87747299980803, -87.67854800025869 41.877465000577196, -87.67801500027001 41.87747099979565, -87.67776800017131 41.87747500023064)))",17,31,838000,2006,170000000000000.0,Block 2006,8380002006
18824,2042227-20140916,"TLBC FOOD, INC.",300 S RIVERSIDE PLZ 1 110,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.877975138000004,-87.638422171,"MULTIPOLYGON (((-87.83317200038321 41.94079099948585, -87.83348199910708 41.94063799970563, -87.8335210000305 41.94063400003826, -87.8337539990868 41.940625999924364, -87.83375699965396 41.940746000576546, -87.83376199975652 41.94086999930883, -87.83377100079309 41.94111500060573, -87.83353599999533 41.94122699958589, -87.83283200019073 41.94156400006474, -87.83259800002773 41.94167699994555, -87.83258900008627 41.94145199952087, -87.8325800007842 41.941225999718235, -87.83257800043629 41.941200999508084, -87.83257600022449 41.94114299933648, -87.83257300056016 41.941060000617675, -87.83266900020095 41.94103099993678, -87.83271200057749 41.94101400004708, -87.83317200038321 41.94079099948585)))",17,31,170600,2022,170000000000000.0,Block 2022,1706002022
18860,1301159-20160916,"ONE NORTH, INC.",1 N WACKER DR,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.881951876,-87.636620349,"MULTIPOLYGON (((-87.65699799983243 41.818488999924476, -87.65701099969179 41.81821700044489, -87.65702100049974 41.81721799967369, -87.65807299982109 41.81719700000933, -87.65857799983108 41.817187999241966, -87.65866900021865 41.81720100001905, -87.65866999928264 41.817279999958416, -87.65869199936793 41.817404999712295, -87.658704000119 41.817468999595974, -87.65872200015266 41.81802400041795, -87.65872900020726 41.81823099971638, -87.65872999990721 41.81827600060717, -87.65873499941478 41.818411000619996, -87.65873700053466 41.818455999287394, -87.65806899946362 41.81846800056144, -87.65699799983243 41.818488999924476)))",17,31,842600,2018,170000000000000.0,Block 2018,8426002018
18874,1954331-20161116,Levy (Events) Limited Partnership,315 N LA SALLE DR 1,Caterer's Liquor License,Catering of Liquor To Events,41.887920732,-87.63235953,"MULTIPOLYGON (((-87.82167799975812 41.94471200016559, -87.82106400005311 41.94472300052691, -87.82100400008048 41.94324999988787, -87.821001999853 41.94316799934153, -87.8213089998822 41.94316200049314, -87.82136999916054 41.94316000006172, -87.82161600063172 41.94315499965549, -87.82163200058942 41.94355699988354, -87.82164699948734 41.943933999649055, -87.82167799975812 41.94471200016559)))",17,31,170700,1006,170000000000000.0,Block 1006,1707001006
18909,2451845-20160916,THE WIP THEATER,6670 N NORTHWEST HWY 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,42.002074502,-87.815269399,"MULTIPOLYGON (((-87.72630700034378 41.81516299977596, -87.72606300093902 41.815166000278566, -87.72569300030936 41.81517200003848, -87.72562199972234 41.813341000685796, -87.72599299974036 41.81333600041186, -87.72623800073445 41.813332999939036, -87.7262510000594 41.81369899986609, -87.7262930003693 41.81479700006104, -87.72630700034378 41.81516299977596)))",17,31,570200,1024,170000000000000.0,Block 1024,5702001024
18912,2451380-20160916,"FLACO'S TACOS IV, LLC",1116-1120 W GRANVILLE AVE 1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.994677309000004,-87.659031181,"MULTIPOLYGON (((-87.77088399978753 41.909813999794714, -87.77147600030172 41.909806000273925, -87.7715000005903 41.910466999409465, -87.77150999941999 41.91076300034593, -87.77152299965184 41.91112799986871, -87.77128699990409 41.91112999975917, -87.77122800070433 41.91113099934732, -87.77093400060792 41.911134999634534, -87.77090600038943 41.91032999966255, -87.77088399978753 41.909813999794714)))",17,31,250400,2004,170000000000000.0,Block 2004,2504002004
18966,2314765-20161116,"REGAL CINEMAS, INC.",1471 W WEBSTER AVE 1ST AND 2ND,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.921492621999995,-87.665998498,"MULTIPOLYGON (((-87.71325400004855 41.781999000231544, -87.71324600019197 41.78172199993866, -87.71324100055837 41.781539999927595, -87.71368800047432 41.7815320000413, -87.71502899961347 41.78151000043992, -87.71547699996027 41.78150300017331, -87.71548199990234 41.781685000098626, -87.71548999968834 41.78195900025982, -87.71325400004855 41.781999000231544)))",17,31,650100,2005,170000000000000.0,Block 2005,6501002005
18968,56520-20160816,"ELWOOD ENTERPRISES, INC.",6666 N NORTHWEST HWY 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,42.00200032,-87.81515201399999,"MULTIPOLYGON (((-87.70569400014855 41.783481999839935, -87.70568799942696 41.78329900012171, -87.70568000012274 41.78302699999504, -87.70585900063402 41.78302400003461, -87.70811100018932 41.782989000338304, -87.70811900005913 41.7832619997112, -87.70812499935806 41.78344399990931, -87.70763799984272 41.783450999478205, -87.70617999936518 41.78347400005496, -87.70569400014855 41.783481999839935)))",17,31,660400,1014,170000000000000.0,Block 1014,6604001014
18984,2464793-20160916,ROSEBUD ARTIST'S CAFE INC.,1150 S WABASH AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.867751467,-87.62597953,"MULTIPOLYGON (((-87.71135000002451 41.695061000231725, -87.71129000052483 41.69346200034018, -87.71128100041555 41.69323100015219, -87.71166400035244 41.69322499988337, -87.71191900004236 41.693221999604184, -87.71193199943154 41.69358799959151, -87.71197200019587 41.694686000326264, -87.71198599956375 41.69505199931998, -87.71193499986714 41.69505199998301, -87.71173199932873 41.69505499974029, -87.71135000002451 41.695061000231725)))",17,31,740300,3007,170000000000000.0,Block 3007,7403003007
19028,39266-20160916,"TUTTO MONDO, INC.",225 W WACKER DR 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.886709222,-87.634710899,"MULTIPOLYGON (((-87.70905099987726 41.87621400013219, -87.70905999911308 41.87660600057121, -87.70907199975727 41.87691699998252, -87.70908499991016 41.877296999848454, -87.70877200034725 41.8773009999145, -87.70872400027186 41.87730099995831, -87.70845899964907 41.87730399974114, -87.70845200005733 41.877086999843144, -87.70843300009143 41.87643599927, -87.70842700042347 41.87621999965768, -87.70866999911301 41.876217000014506, -87.70873899955312 41.876217000765735, -87.70905099987726 41.87621400013219)))",17,31,271300,1016,170000000000000.0,Block 1016,2713001016
19033,2464262-20160916,"GO! GROCER PINE GROVE, INC.",3930 N PINE GROVE AVE 1 C-2,Package Goods,Retail Sales of Packaged Liquor,41.953774064,-87.648060676,"MULTIPOLYGON (((-87.70291900029991 41.87629799943153, -87.70353300059776 41.87628699971078, -87.70354199917885 41.876615999969026, -87.70355000017165 41.87694599951939, -87.70339499996332 41.876950000452744, -87.70293999992215 41.87695300034953, -87.70293799986139 41.87681500020134, -87.70291900029991 41.87629799943153)))",17,31,271200,1044,170000000000000.0,Block 1044,2712001044
19037,2446822-20160916,"LBT CHICAGO, LLC",845-847 N STATE ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.897986585,-87.62808839799999,"MULTIPOLYGON (((-87.64080199997102 41.72194700016611, -87.64141000024554 41.721940000724814, -87.64144400081024 41.72330799947971, -87.64107799981657 41.723312999838306, -87.64083599980636 41.72331699968532, -87.64082599953517 41.72295100049813, -87.64080199997102 41.72194700016611)))",17,31,730100,2011,170000000000000.0,Block 2011,7301002011
19060,2457779-20160916,HANDCUT FOODS LLC,1455 W WILLOW ST 1ST,Caterer's Liquor License,Catering of Liquor To Events,41.913933223,-87.66369149799999,"MULTIPOLYGON (((-87.6706379998276 41.94514099990185, -87.67060399912467 41.94377199947662, -87.67060199937299 41.943688999892714, -87.67059500068808 41.9434089996562, -87.67058199999515 41.94331800014431, -87.67095000081892 41.943312000114794, -87.67119300006796 41.94330900004899, -87.67119600057278 41.9433829993855, -87.67120700015222 41.94360700044472, -87.6712099992442 41.94365200009594, -87.67121099971759 41.94368199950442, -87.67121300047206 41.94372500006404, -87.67121500040872 41.9437640004464, -87.67122000031847 41.94397100014665, -87.67124099987622 41.944679999761604, -87.6712449997259 41.94484100024327, -87.6712530001341 41.94513099982732, -87.67100800048654 41.94513400017407, -87.6706379998276 41.94514099990185)))",17,31,831900,2022,170000000000000.0,Block 2022,8319002022
19095,24513-20160816,"SUN SHINE FOOD & LIQUOR, INC.",3900 W ROOSEVELT RD,Package Goods,Retail Sales of Packaged Liquor,41.866314688,-87.722798504,"MULTIPOLYGON (((-87.65193300078909 41.797850999683604, -87.65189200012799 41.79603400021194, -87.65225599990086 41.796027000468726, -87.65249899966317 41.79602400036185, -87.6525069994183 41.796387000220754, -87.65253400057685 41.79747900032091, -87.65254299951104 41.79784299999882, -87.65229900023401 41.79784599966398, -87.65193300078909 41.797850999683604)))",17,31,612000,2010,170000000000000.0,Block 2010,6120002010
19102,20152-20160916,"BILLY GOAT TAVERN III, INC",330 S WELLS ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.877367762,-87.633853567,"MULTIPOLYGON (((-87.69491100061835 41.744035999772, -87.69488899933027 41.743027999578956, -87.69550100063078 41.743016999935705, -87.69551400004083 41.74402400017459, -87.69491100061835 41.744035999772)))",17,31,700501,4040,170000000000000.0,Block 4040,7005014040
19126,42869-20160916,LYRIC OPERA OF CHICAGO,20 N WACKER DR  ENTIR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.882410906,-87.63717471,"MULTIPOLYGON (((-87.71686900019262 41.74454499957809, -87.71930500014722 41.744508999769415, -87.71931300018184 41.744782000236626, -87.71931900009086 41.7449650005046, -87.71883099905881 41.744971999407575, -87.7173699998015 41.7449949994883, -87.71688299983754 41.74500300028817, -87.7168770008346 41.74481999990866, -87.71686900019262 41.74454499957809)))",17,31,700401,3002,170000000000000.0,Block 3002,7004013002
19168,42867-20160916,LYRIC OPERA OF CHICAGO,20 N WACKER DR 2ND,Not-For-Profit Club,"Consumption of Liquor on Premises, Not for Profit",41.882410906,-87.63717471,"MULTIPOLYGON (((-87.76843900083765 41.977749000010725, -87.76844199965578 41.97756299983341, -87.76844199969513 41.97752899985257, -87.768446000307 41.97737599981368, -87.76844800034682 41.97721999993772, -87.76845600049789 41.976752999585806, -87.76845900033568 41.97659799947468, -87.7684590005579 41.97658199974686, -87.76845900005998 41.976536999549985, -87.76846000013937 41.97652199960419, -87.76869000007149 41.97673699948945, -87.76885500011495 41.97689099991786, -87.7691899995638 41.977257999700846, -87.76933999928755 41.9774220003763, -87.76937200046707 41.97745700027608, -87.76955299982629 41.977656000140335, -87.76977399988284 41.97789800037047, -87.77043800031412 41.97862500002637, -87.7706599997236 41.97886800008088, -87.7704600002209 41.97897399928057, -87.77040600054386 41.97900399991877, -87.770157999989 41.979128999604214, -87.76878900053586 41.977625000822876, -87.76876499981019 41.977623000209014, -87.76872099976347 41.97764300067873, -87.7685570009528 41.97772699946464, -87.76853300029211 41.97773400028017, -87.76843900083765 41.977749000010725)))",17,31,110200,1017,170000000000000.0,Block 1017,1102001017
19193,39267-20160916,"TUTTO MONDO, INC.",225 W WACKER DR 1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.886709222,-87.634710899,"MULTIPOLYGON (((-87.70713399958956 41.85357600071936, -87.7071479996314 41.854063000380684, -87.70714899931754 41.854122000100546, -87.70718300024214 41.85540300039802, -87.70687999953324 41.855406000175776, -87.70681899987616 41.85540600056665, -87.70657600044169 41.855409000008166, -87.70656899941152 41.85515200041693, -87.70654799982438 41.8543839997437, -87.70654100004872 41.85412799949645, -87.70654000072493 41.85411699991826, -87.70653800042797 41.854052000229615, -87.70653700047477 41.85401800040968, -87.70652800005747 41.853691000545155, -87.7065249999401 41.85358199998596, -87.70676700016168 41.85357899969256, -87.70683000075702 41.85357899943765, -87.70713399958956 41.85357600071936)))",17,31,841600,1016,170000000000000.0,Block 1016,8416001016
19200,1300753-20161016,"HOST INTERNATIONAL, INC.",11601 W TOUHY AVE  T2E05,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,42.008536401,-87.91442843899999,"MULTIPOLYGON (((-87.72103599970107 41.852913000696866, -87.72134100046364 41.852911000603676, -87.72139100031454 41.85290800056022, -87.7216519999817 41.852811000127815, -87.72168800053113 41.853848000117026, -87.7216910007581 41.85393100011089, -87.7213780003711 41.85393599987317, -87.72131399986921 41.85393600007915, -87.7210640002961 41.85394000037112, -87.72106200051917 41.85385799967773, -87.72105599965934 41.85364600006091, -87.72104700036279 41.85332299965743, -87.72103900032488 41.85303399984203, -87.72103799982466 41.85297399992556, -87.72103599970107 41.852913000696866)))",17,31,292400,2019,170000000000000.0,Block 2019,2924002019
19220,2284685-20160916,"SHIV SHAKTI INVESTMENT, INC.",5530 N MILWAUKEE AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,41.982289776,-87.77396048799999,"MULTIPOLYGON (((-87.72773000004734 41.741618999773046, -87.7277319994603 41.74170700016876, -87.72774500008823 41.742072999951596, -87.72750200043407 41.742077000494774, -87.72677399932405 41.74209000011029, -87.72653199996734 41.74209499968456, -87.72651900000811 41.741728000375005, -87.72651599964776 41.74164000007675, -87.72711599986029 41.74163000031341, -87.72773000004734 41.741618999773046)))",17,31,700302,4006,170000000000000.0,Block 4006,7003024006
19222,34221-20161016,"HOST INTERNATIONAL, INC.",11601 W TOUHY AVE # TERMI,Tavern,Tavern - Consumption of Liquor on Premise,42.008536401,-87.91442843899999,"MULTIPOLYGON (((-87.73309399967404 41.75674399982885, -87.7324339997248 41.75675900013392, -87.7323899996696 41.755497000438325, -87.7323720001694 41.75497000014787, -87.73266599972503 41.754963999708245, -87.73275100082795 41.754956999865996, -87.73281599984733 41.75494200014556, -87.732987999466 41.75488100001758, -87.73306599938242 41.75484399931569, -87.73315900008322 41.75478599944809, -87.7333409995786 41.7546509998573, -87.73348100002802 41.754775000314986, -87.73374999955806 41.75504700007158, -87.73377299971217 41.755083000417024, -87.73378899944791 41.75511900024294, -87.73380799925327 41.75518200046621, -87.73315500060988 41.75519799945696, -87.73312399966701 41.755204999891795, -87.73309399943788 41.75521699985333, -87.73305800036403 41.755253000023735, -87.73304899939565 41.755273999855646, -87.73304700008616 41.75529500025363, -87.73305699960414 41.75563099999417, -87.73309399967404 41.75674399982885)))",17,31,650500,3041,170000000000000.0,Block 3041,6505003041
19251,2390868-20160916,MIDCITY FOOD & LIQUOR INC.,500 S KOSTNER AVE,Package Goods,Retail Sales of Packaged Liquor,41.874211055,-87.735387089,"MULTIPOLYGON (((-87.66341300032714 41.77266200031192, -87.66340100033734 41.77220199967594, -87.66377599900642 41.772195000319506, -87.66402099985154 41.772191999956625, -87.66403199972436 41.77255600036522, -87.66403599978963 41.77264799971553, -87.66341300032714 41.77266200031192)))",17,31,671600,3004,170000000000000.0,Block 3004,6716003004
19291,2284685-20140903,"SHIV SHAKTI INVESTMENT, INC.",5530 N MILWAUKEE AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,41.982289776,-87.77396048799999,"MULTIPOLYGON (((-87.56074800053388 41.696893999936094, -87.561323999596 41.69690999971523, -87.56132900067983 41.697267000053664, -87.5607480005075 41.69726900012481, -87.56074099984325 41.6973919999212, -87.5607420006123 41.69758200029719, -87.56074399969796 41.69774499997071, -87.5605010001442 41.697745000207085, -87.56014800010989 41.69774699970108, -87.55977500019534 41.697749999748645, -87.55953300019581 41.697751999879344, -87.5595310001791 41.69757400007029, -87.55952500016133 41.6970399997103, -87.5595239996646 41.69686199940684, -87.56043099998942 41.69688599974681, -87.56074800053388 41.696893999936094)))",17,31,838800,2019,170000000000000.0,Block 2019,8388002019
19320,303-20161016,AR DEE INC,7301 N SHERIDAN RD 1ST,Tavern,Tavern - Consumption of Liquor on Premise,42.014041131999996,-87.663970909,"MULTIPOLYGON (((-87.79008399983653 41.93460200010592, -87.79002599976867 41.9327790000764, -87.79030599943233 41.93277399979037, -87.79035199987608 41.932772999181616, -87.79058600021763 41.932769999999486, -87.79059899939713 41.93276899995002, -87.79063799922744 41.93276900062086, -87.79065200034721 41.93276900017145, -87.79066699984999 41.93313300004446, -87.79071199913639 41.93422800033532, -87.79072700037214 41.93459399976132, -87.7907100000844 41.93459399955072, -87.79065899921366 41.93459399980405, -87.79064299968199 41.93459500008385, -87.79040899993966 41.93459700000463, -87.79036400019429 41.93459799996459, -87.79008399983653 41.93460200010592)))",17,31,831500,1036,170000000000000.0,Block 1036,8315001036
19409,1999184-20160916,PRIME BAR CHICAGO LLC,155 N WACKER DR 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.884615617,-87.63668235799999,"MULTIPOLYGON (((-87.72777500046129 41.959123999624914, -87.72792200001255 41.95912299943377, -87.72806800060012 41.959120999823554, -87.72898299986478 41.95975999987533, -87.72939899976049 41.96003100046034, -87.72940800030872 41.960383000261366, -87.72940799967353 41.96040899998344, -87.72941600093318 41.96073500018254, -87.72908999921329 41.96050999946929, -87.72895699950011 41.9604179996538, -87.72849700019223 41.96010100012413, -87.7281429995284 41.959858000155656, -87.72811399983196 41.95983800041215, -87.7277890001621 41.959613999729385, -87.72778599924378 41.959516000092385, -87.72777700016894 41.959221999389854, -87.72777500046129 41.959123999624914)))",17,31,160300,1003,170000000000000.0,Block 1003,1603001003
19447,2232524-20150516,LADYBUG BOOKSTORE CAFE INC.,4305 N KEDZIE AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.959571527,-87.708049231,"MULTIPOLYGON (((-87.69620099963359 41.93853300001927, -87.69624400002184 41.93853000013061, -87.69636399942969 41.93844999971448, -87.69640399938288 41.93841599997234, -87.69663000047302 41.93822900020428, -87.69686600064614 41.93838999978844, -87.69712999964177 41.938571000063966, -87.69757499953393 41.93887699951819, -87.69762900057037 41.938914000578606, -87.69738900025975 41.93893699939901, -87.69679100040864 41.93893999966241, -87.69620099963359 41.93853300001927)))",17,31,210900,1018,170000000000000.0,Block 1018,2109001018
19455,2026454-20160916,PRIME BAR CHICAGO LLC,155 N WACKER DR 1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.884615617,-87.63668235799999,"MULTIPOLYGON (((-87.8102869999651 42.01207499964975, -87.8109019998102 42.01205800043708, -87.81089799988915 42.01226899996702, -87.81088600032376 42.013418999974185, -87.81057900019722 42.0134269998365, -87.81051600037118 42.01342800037146, -87.8102729996124 42.01343499983098, -87.81027600013257 42.01307100033097, -87.81028000050362 42.01275499978401, -87.8102869999651 42.01207499964975)))",17,31,90100,2017,170000000000000.0,Block 2017,901002017
19473,2277412-20160116,THE UNIVERSITY OF CHICAGO,5535 S ELLIS AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.793979809,-87.60121393600001,"MULTIPOLYGON (((-87.71285699976727 41.76514499973164, -87.71285199953908 41.7649630000833, -87.71284699940398 41.764691999846455, -87.71386699999545 41.76467599979378, -87.71505900055774 41.76465599954764, -87.715065001019 41.76493099998324, -87.7150700002775 41.76511300044011, -87.71462700011726 41.765118999814135, -87.7132989997053 41.765137999685095, -87.71285699976727 41.76514499973164)))",17,31,650400,2012,170000000000000.0,Block 2012,6504002012
19643,1869953-20140216,"S & L ENTERTAINMENT, LLC",52 W ELM ST 1 & 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.903256045,-87.63050298700001,"MULTIPOLYGON (((-87.68024699973597 42.01191500004065, -87.67816300031787 42.01194900071423, -87.67815000003247 42.01159100032978, -87.67814200004786 42.01134499958433, -87.67855799913869 42.011336999832146, -87.67980799927702 42.01131600009982, -87.68022500005166 42.011309999621055, -87.68023300018677 42.01155499997787, -87.68024699973597 42.01191500004065)))",17,31,10701,2006,170000000000000.0,Block 2006,107012006
19651,1869953-20100216,"S & L ENTERTAINMENT, LLC",52 W ELM ST 1 & 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.903256045,-87.63050298700001,"MULTIPOLYGON (((-87.65814399962828 41.896217000347825, -87.65803499958774 41.89610300048904, -87.65789300027556 41.89595200059318, -87.65751199999376 41.895605999799585, -87.65741999949445 41.89556900000978, -87.65735399996383 41.895543000485326, -87.6573590003465 41.89548500039969, -87.65736399951795 41.89543099961004, -87.65736799936721 41.89540000018904, -87.65737199953033 41.89536199973684, -87.65820999995282 41.896099999562615, -87.65829300035976 41.896214999755024, -87.6582179992926 41.8962160002831, -87.65814399962828 41.896217000347825)))",17,31,243400,1003,170000000000000.0,Block 1003,2434001003
