census_block,max_age,Primary_Type,year,crimes_no
2608002,45-64,THEFT,2015,2
2609001,5-17,BATTERY,2015,1
2609001,5-17,BURGLARY,2015,1
2609001,5-17,CRIMINAL DAMAGE,2015,1
2609001,5-17,CRIMINAL TRESPASS,2015,1
2609001,5-17,NARCOTICS,2015,2
2609001,5-17,OTHER OFFENSE,2015,4
2609002,25-44,NARCOTICS,2015,1
2609002,25-44,OTHER OFFENSE,2015,1
2609002,25-44,THEFT,2015,2
2610001,25-44,ASSAULT,2015,3
2610001,25-44,BATTERY,2015,3
2610001,25-44,BURGLARY,2015,1
2610001,25-44,CRIM SEXUAL ASSAULT,2015,1
2610001,25-44,CRIMINAL DAMAGE,2015,1
2610001,25-44,CRIMINAL TRESPASS,2015,1
2610001,25-44,MOTOR VEHICLE THEFT,2015,1
2610001,25-44,NARCOTICS,2015,2
2610001,25-44,OTHER OFFENSE,2015,1
2610001,25-44,ROBBERY,2016,1
2610001,25-44,THEFT,2015,6
2610001,25-44,WEAPONS VIOLATION,2015,1
2610002,25-44,ASSAULT,2015,1
2610002,25-44,BATTERY,2015,3
2610002,25-44,CRIMINAL DAMAGE,2015,2
2610002,25-44,DECEPTIVE PRACTICE,2015,1
2610002,25-44,MOTOR VEHICLE THEFT,2015,3
2610002,25-44,NARCOTICS,2015,1
2610002,25-44,OTHER OFFENSE,2015,1
2610002,25-44,PUBLIC PEACE VIOLATION,2015,1
2610002,25-44,ROBBERY,2015,1
2610002,25-44,SEX OFFENSE,2015,1
2610002,25-44,THEFT,2015,4
2610002,25-44,WEAPONS VIOLATION,2015,1
2705001,5-17,ASSAULT,2015,1
2705001,5-17,BATTERY,2015,4
2705001,5-17,BURGLARY,2015,1
2705001,5-17,CRIMINAL DAMAGE,2015,4
2705001,5-17,DECEPTIVE PRACTICE,2015,2
2705001,5-17,MOTOR VEHICLE THEFT,2015,2
2705001,5-17,NARCOTICS,2015,1
2705001,5-17,OTHER OFFENSE,2015,3
2705001,5-17,PROSTITUTION,2015,1
2705001,5-17,PUBLIC PEACE VIOLATION,2015,1
2705001,5-17,ROBBERY,2015,1
2705001,5-17,THEFT,2015,6
2705001,5-17,WEAPONS VIOLATION,2015,1
2712001,25-44,ASSAULT,2015,2
2712001,25-44,BATTERY,2015,4
2712001,25-44,BURGLARY,2015,1
2712001,25-44,CRIMINAL DAMAGE,2015,4
2712001,25-44,CRIMINAL TRESPASS,2015,1
2712001,25-44,DECEPTIVE PRACTICE,2015,2
2712001,25-44,KIDNAPPING,2015,1
2712001,25-44,MOTOR VEHICLE THEFT,2015,1
2712001,25-44,NARCOTICS,2015,1
2712001,25-44,OTHER OFFENSE,2015,2
2712001,25-44,THEFT,2015,3
2713001,5-17,ARSON,2015,1
2713001,5-17,ASSAULT,2015,1
2713001,5-17,BATTERY,2015,4
2713001,5-17,BURGLARY,2015,3
2713001,5-17,GAMBLING,2015,1
2713001,5-17,MOTOR VEHICLE THEFT,2015,1
2713001,5-17,NARCOTICS,2015,3
2713001,5-17,OTHER OFFENSE,2015,2
2713001,5-17,PROSTITUTION,2015,1
2713001,5-17,THEFT,2015,1
2714001,25-44,ASSAULT,2015,1
2714001,25-44,BATTERY,2015,3
2714001,25-44,CRIMINAL DAMAGE,2015,1
2714001,25-44,DECEPTIVE PRACTICE,2015,2
2714001,25-44,MOTOR VEHICLE THEFT,2015,1
2714001,25-44,NARCOTICS,2015,1
2714001,25-44,OTHER OFFENSE,2015,3
2714001,25-44,THEFT,2015,6
2715001,45-64,ASSAULT,2015,1
2715001,45-64,BATTERY,2015,1
2715001,45-64,CRIM SEXUAL ASSAULT,2015,1
2715001,45-64,INTERFERENCE WITH PUBLIC OFFICER,2015,1
2715001,45-64,NARCOTICS,2015,1
2715001,45-64,OTHER OFFENSE,2015,2
2715001,45-64,THEFT,2015,1
2718001,25-44,ASSAULT,2015,3
2718001,25-44,BATTERY,2015,1
2718001,25-44,CRIMINAL DAMAGE,2015,2
2718001,25-44,GAMBLING,2015,1
2718001,25-44,NARCOTICS,2015,1
2718001,25-44,STALKING,2015,1
2718001,25-44,THEFT,2015,1
2801001,25-44,ASSAULT,2015,1
2801001,25-44,BATTERY,2015,3
2801001,25-44,CRIMINAL DAMAGE,2015,3
2801001,25-44,DECEPTIVE PRACTICE,2015,2
2801001,25-44,HOMICIDE,2008,1
2801001,25-44,NARCOTICS,2015,3
2801001,25-44,OTHER OFFENSE,2015,1
2801001,25-44,THEFT,2015,5
2801002,25-44,ASSAULT,2015,1
2801002,25-44,BATTERY,2015,3
2801002,25-44,BURGLARY,2015,1
2801002,25-44,CRIMINAL DAMAGE,2015,2
2801002,25-44,DECEPTIVE PRACTICE,2015,3
2801002,25-44,INTERFERENCE WITH PUBLIC OFFICER,2015,1
2801002,25-44,MOTOR VEHICLE THEFT,2015,1
2801002,25-44,NARCOTICS,2015,3
2801002,25-44,THEFT,2015,4
2804001,25-44,ASSAULT,2015,3
2804001,25-44,BATTERY,2015,4
2804001,25-44,CRIMINAL DAMAGE,2015,5
2804001,25-44,CRIMINAL TRESPASS,2015,2
2804001,25-44,NARCOTICS,2015,2
2804001,25-44,OTHER OFFENSE,2015,1
2804001,25-44,THEFT,2015,3
2808001,25-44,BATTERY,2015,2
2808001,25-44,BURGLARY,2015,1
2808001,25-44,CRIMINAL DAMAGE,2015,4
2808001,25-44,DECEPTIVE PRACTICE,2015,1
2808001,25-44,NARCOTICS,2015,1
2808001,25-44,OTHER OFFENSE,2015,1
2808001,25-44,THEFT,2015,5
2809001,25-44,ASSAULT,2015,1
2809001,25-44,CRIMINAL DAMAGE,2015,1
2809001,25-44,INTERFERENCE WITH PUBLIC OFFICER,2015,1
2809001,25-44,MOTOR VEHICLE THEFT,2015,1
2809001,25-44,NARCOTICS,2015,1
2809001,25-44,OTHER OFFENSE,2015,1
2819001,25-44,ASSAULT,2015,4
2819001,25-44,BATTERY,2015,1
2819001,25-44,BURGLARY,2015,2
2819001,25-44,CRIMINAL DAMAGE,2015,3
2819001,25-44,NARCOTICS,2015,1
2819001,25-44,OTHER OFFENSE,2015,1
2819001,25-44,THEFT,2015,7
2819002,25-44,ROBBERY,2015,1
2819002,25-44,THEFT,2015,1
2819003,25-44,ASSAULT,2015,1
2819003,25-44,BATTERY,2015,2
2819003,25-44,CRIMINAL DAMAGE,2015,1
2819003,25-44,OTHER OFFENSE,2015,1
2819003,25-44,THEFT,2015,2
2827001,18-24,ASSAULT,2015,1
2827001,18-24,BATTERY,2015,2
2827001,18-24,CRIMINAL DAMAGE,2015,1
2827001,18-24,CRIMINAL TRESPASS,2015,1
2827001,18-24,OTHER OFFENSE,2015,1
2827001,18-24,THEFT,2015,1
2827002,25-44,ASSAULT,2015,4
2827002,25-44,BATTERY,2015,1
2827002,25-44,CRIM SEXUAL ASSAULT,2015,1
2827002,25-44,CRIMINAL DAMAGE,2015,1
2827002,25-44,CRIMINAL TRESPASS,2015,1
2827002,25-44,NARCOTICS,2015,2
2827002,25-44,ROBBERY,2015,1
2827002,25-44,THEFT,2015,4
2828001,25-44,ASSAULT,2015,3
2828001,25-44,BATTERY,2015,2
2828001,25-44,CRIMINAL DAMAGE,2015,4
2828001,25-44,ROBBERY,2015,1
2828001,25-44,THEFT,2015,2
2831001,25-44,CRIMINAL DAMAGE,2015,1
2831001,25-44,DECEPTIVE PRACTICE,2015,1
2831001,25-44,MOTOR VEHICLE THEFT,2015,1
2831001,25-44,OTHER OFFENSE,2015,1
2831001,25-44,ROBBERY,2015,1
2831002,25-44,DECEPTIVE PRACTICE,2015,1
2831002,25-44,THEFT,2015,1
2831002,25-44,WEAPONS VIOLATION,2015,1
2832001,25-44,ASSAULT,2015,1
2832001,25-44,BATTERY,2015,1
2832001,25-44,CRIMINAL DAMAGE,2015,1
2832001,25-44,NARCOTICS,2015,1
2832001,25-44,OFFENSE INVOLVING CHILDREN,2015,1
2832001,25-44,OTHER OFFENSE,2015,1
2832001,25-44,PROSTITUTION,2015,1
2832001,25-44,THEFT,2015,2
2838001,25-44,ASSAULT,2015,1
2838001,25-44,BATTERY,2015,2
2838002,25-44,BURGLARY,2015,1
2838002,25-44,CRIMINAL DAMAGE,2015,2
2838002,25-44,CRIMINAL TRESPASS,2015,1
2838002,25-44,DECEPTIVE PRACTICE,2015,1
2838002,25-44,OTHER OFFENSE,2015,1
2838002,25-44,PUBLIC PEACE VIOLATION,2015,1
2909001,45-64,BATTERY,2015,3
2909001,45-64,CRIMINAL DAMAGE,2015,2
2909001,45-64,DECEPTIVE PRACTICE,2015,1
2909001,45-64,MOTOR VEHICLE THEFT,2015,1
2909001,45-64,SEX OFFENSE,2015,1
2909001,45-64,THEFT,2015,2
2909002,5-17,BATTERY,2015,5
2909002,5-17,BURGLARY,2015,1
2909002,5-17,CRIMINAL DAMAGE,2015,2
2909003,5-17,ASSAULT,2015,1
2909003,5-17,BATTERY,2015,3
2909003,5-17,BURGLARY,2015,2
2909003,5-17,CRIMINAL DAMAGE,2015,2
2909003,5-17,DECEPTIVE PRACTICE,2015,2
2909003,5-17,OFFENSE INVOLVING CHILDREN,2015,1
2909003,5-17,OTHER OFFENSE,2015,2
2909003,5-17,THEFT,2015,2
2909004,5-17,ASSAULT,2015,1
2909004,5-17,BATTERY,2015,3
2909004,5-17,BURGLARY,2015,1
2909004,5-17,CRIMINAL DAMAGE,2015,1
2909004,5-17,DECEPTIVE PRACTICE,2015,1
2909004,5-17,OTHER OFFENSE,2015,1
2909004,5-17,PROSTITUTION,2015,1
2909004,5-17,ROBBERY,2015,2
2909004,5-17,THEFT,2015,2
2909004,5-17,WEAPONS VIOLATION,2015,1
2912001,5-17,BATTERY,2015,1
2912001,5-17,BURGLARY,2015,1
2912001,5-17,CRIM SEXUAL ASSAULT,2015,1
2912001,5-17,CRIMINAL DAMAGE,2015,1
2912001,5-17,CRIMINAL TRESPASS,2015,1
2912001,5-17,DECEPTIVE PRACTICE,2015,1
2912001,5-17,NARCOTICS,2015,1
2912001,5-17,OTHER OFFENSE,2015,1
2912001,5-17,THEFT,2015,1
2912002,5-17,BATTERY,2015,1
2912002,5-17,CRIMINAL TRESPASS,2015,1
2912002,5-17,INTERFERENCE WITH PUBLIC OFFICER,2015,1
2912002,5-17,MOTOR VEHICLE THEFT,2015,1
2912002,5-17,NARCOTICS,2015,1
2912002,5-17,OTHER OFFENSE,2015,1
2912002,5-17,PUBLIC PEACE VIOLATION,2015,1
2912002,5-17,ROBBERY,2015,1
2912002,5-17,THEFT,2015,2
2916001,45-64,BATTERY,2015,2
2916001,45-64,CRIMINAL DAMAGE,2015,3
2916001,45-64,MOTOR VEHICLE THEFT,2015,1
2916001,45-64,NARCOTICS,2015,1
2916001,45-64,THEFT,2015,1
2922001,5-17,DECEPTIVE PRACTICE,2015,2
2922001,5-17,NARCOTICS,2015,1
2922001,5-17,OTHER OFFENSE,2015,1
2922001,5-17,ROBBERY,2015,1
2922001,5-17,THEFT,2015,2
2922002,5-17,ASSAULT,2015,1
2922002,5-17,BURGLARY,2015,1
2922002,5-17,CRIMINAL DAMAGE,2015,1
2922002,5-17,CRIMINAL TRESPASS,2015,2
2922002,5-17,DECEPTIVE PRACTICE,2015,3
2922002,5-17,NARCOTICS,2015,1
2922002,5-17,OFFENSE INVOLVING CHILDREN,2015,1
2922002,5-17,THEFT,2015,3
2922003,45-64,BATTERY,2015,1
2922003,45-64,CRIMINAL DAMAGE,2015,1
2922003,45-64,DECEPTIVE PRACTICE,2015,1
2922003,45-64,NARCOTICS,2015,1
2922003,45-64,OTHER OFFENSE,2015,1
2922003,45-64,THEFT,2015,3
2924001,5-17,ASSAULT,2015,1
2924001,5-17,BATTERY,2015,1
2924001,5-17,THEFT,2015,2
2924002,45-64,ASSAULT,2015,2
2924002,45-64,BATTERY,2015,2
2924002,45-64,BURGLARY,2015,1
2924002,45-64,CRIM SEXUAL ASSAULT,2015,1
2924002,45-64,CRIMINAL DAMAGE,2015,3
2924002,45-64,CRIMINAL TRESPASS,2015,1
2924002,45-64,DECEPTIVE PRACTICE,2015,1
2924002,45-64,LIQUOR LAW VIOLATION,2015,1
2924002,45-64,PUBLIC PEACE VIOLATION,2015,1
2924002,45-64,THEFT,2015,3
2925001,5-17,BATTERY,2015,1
2925001,5-17,DECEPTIVE PRACTICE,2015,1
2925001,5-17,MOTOR VEHICLE THEFT,2015,1
2925001,5-17,NARCOTICS,2015,1
2925001,5-17,ROBBERY,2015,1
2925001,5-17,THEFT,2015,1
2925001,5-17,WEAPONS VIOLATION,2015,1
2925002,18-24,BATTERY,2015,2
2925002,18-24,NARCOTICS,2015,1
2925002,18-24,OTHER OFFENSE,2015,1
2925002,18-24,ROBBERY,2015,1
2925002,18-24,THEFT,2015,3
2925003,45-64,BATTERY,2015,1
2925003,45-64,CRIMINAL DAMAGE,2015,1
2925003,45-64,INTERFERENCE WITH PUBLIC OFFICER,2015,1
2925003,45-64,NARCOTICS,2015,1
2925003,45-64,OTHER OFFENSE,2015,2
2925003,45-64,THEFT,2015,1
2925004,45-64,ASSAULT,2015,1
2925004,45-64,BATTERY,2015,4
2925004,45-64,CRIMINAL DAMAGE,2015,3
2925004,45-64,DECEPTIVE PRACTICE,2015,1
2925004,45-64,NARCOTICS,2015,1
2925004,45-64,OTHER OFFENSE,2015,1
2925004,45-64,THEFT,2015,2
3005001,25-44,ASSAULT,2015,1
3005001,25-44,BATTERY,2015,1
3005001,25-44,MOTOR VEHICLE THEFT,2015,1
3005001,25-44,NARCOTICS,2015,3
3005001,25-44,OTHER OFFENSE,2015,1
3005002,25-44,BATTERY,2015,1
3005002,25-44,BURGLARY,2015,1
3005002,25-44,DECEPTIVE PRACTICE,2015,1
3005002,25-44,OTHER OFFENSE,2015,1
3005002,25-44,ROBBERY,2015,1
3005002,25-44,THEFT,2015,1
3005002,25-44,WEAPONS VIOLATION,2015,1
3006001,25-44,BATTERY,2015,1
3006001,25-44,CRIMINAL DAMAGE,2015,1
3006001,25-44,DECEPTIVE PRACTICE,2015,2
3006001,25-44,MOTOR VEHICLE THEFT,2015,2
3006001,25-44,OTHER OFFENSE,2015,1
3006001,25-44,THEFT,2015,2
3006002,25-44,BATTERY,2015,5
3006002,25-44,DECEPTIVE PRACTICE,2015,1
3006002,25-44,OFFENSE INVOLVING CHILDREN,2015,1
3006002,25-44,ROBBERY,2015,2
3007001,25-44,BATTERY,2015,2
3007001,25-44,BURGLARY,2015,1
3007001,25-44,CRIMINAL DAMAGE,2015,3
3007001,25-44,NARCOTICS,2015,1
3007001,25-44,ROBBERY,2015,1
3007001,25-44,THEFT,2015,4
3007002,25-44,BATTERY,2015,3
3007002,25-44,BURGLARY,2015,1
3007002,25-44,THEFT,2015,1
3007003,25-44,ASSAULT,2015,1
3007003,25-44,BATTERY,2015,1
3007003,25-44,CRIMINAL DAMAGE,2015,1
3007003,25-44,NARCOTICS,2015,1
3008001,25-44,ASSAULT,2015,1
3008001,25-44,BATTERY,2015,2
3008001,25-44,CRIMINAL DAMAGE,2015,3
3008001,25-44,CRIMINAL TRESPASS,2015,1
3008001,25-44,DECEPTIVE PRACTICE,2015,1
3008001,25-44,THEFT,2015,3
3008002,25-44,BATTERY,2015,3
3008002,25-44,CRIMINAL TRESPASS,2015,1
3008002,25-44,NARCOTICS,2015,1
3008002,25-44,PUBLIC PEACE VIOLATION,2015,1
3008002,25-44,THEFT,2015,4
3009001,25-44,CRIMINAL DAMAGE,2015,1
3009001,25-44,DECEPTIVE PRACTICE,2015,3
3009001,25-44,MOTOR VEHICLE THEFT,2015,1
3009001,25-44,NARCOTICS,2015,1
3009002,25-44,BATTERY,2015,4
3009002,25-44,BURGLARY,2015,1
3009002,25-44,DECEPTIVE PRACTICE,2015,1
3009002,25-44,NARCOTICS,2015,2
3009002,25-44,OTHER OFFENSE,2015,1
3009002,25-44,ROBBERY,2015,2
3009003,25-44,CRIMINAL DAMAGE,2015,3
3011001,25-44,BATTERY,2015,1
3011001,25-44,NARCOTICS,2015,3
3011002,25-44,ASSAULT,2015,1
3011002,25-44,BATTERY,2015,3
3011002,25-44,CRIMINAL DAMAGE,2015,2
3011002,25-44,OTHER OFFENSE,2015,1
3011002,25-44,THEFT,2015,2
3012001,25-44,CRIMINAL DAMAGE,2015,2
3012001,25-44,CRIMINAL TRESPASS,2015,1
3012001,25-44,MOTOR VEHICLE THEFT,2015,1
3012001,25-44,ROBBERY,2015,1
3012001,25-44,THEFT,2015,1
3012002,25-44,ASSAULT,2015,2
3012002,25-44,DECEPTIVE PRACTICE,2015,1
3012002,25-44,NARCOTICS,2015,1
3012002,25-44,OTHER OFFENSE,2015,1
3012002,25-44,THEFT,2015,1
3012003,25-44,ASSAULT,2015,1
3012003,25-44,BATTERY,2015,2
3012003,25-44,CRIMINAL DAMAGE,2015,2
3012003,25-44,NARCOTICS,2015,2
3012003,25-44,THEFT,2015,1
3016001,25-44,ASSAULT,2015,1
3016001,25-44,BATTERY,2015,2
3016001,25-44,BURGLARY,2015,1
3016001,25-44,CRIMINAL DAMAGE,2018,1
3016001,25-44,DECEPTIVE PRACTICE,2015,1
3016001,25-44,NARCOTICS,2015,3
3016002,25-44,ASSAULT,2015,1
3016002,25-44,BATTERY,2015,1
3016002,25-44,CRIMINAL DAMAGE,2015,1
3016002,25-44,DECEPTIVE PRACTICE,2015,1
3016002,25-44,THEFT,2015,2
3017011,5-17,ASSAULT,2015,1
3017011,5-17,BATTERY,2015,3
3017011,5-17,CRIMINAL DAMAGE,2015,1
3017011,5-17,NARCOTICS,2015,1
3017011,5-17,THEFT,2015,1
3017012,25-44,CRIMINAL DAMAGE,2015,1
3017012,25-44,CRIMINAL TRESPASS,2015,1
3017012,25-44,NARCOTICS,2015,1
3017012,25-44,ROBBERY,2015,1
3017012,25-44,THEFT,2015,1
3017013,25-44,ASSAULT,2015,1
3017013,25-44,BATTERY,2015,2
3017013,25-44,CRIM SEXUAL ASSAULT,2015,1
3017013,25-44,CRIMINAL DAMAGE,2015,1
3017013,25-44,CRIMINAL TRESPASS,2015,1
3017021,25-44,CRIMINAL DAMAGE,2015,1
3017021,25-44,INTERFERENCE WITH PUBLIC OFFICER,2015,1
3017021,25-44,PUBLIC PEACE VIOLATION,2015,1
3017022,25-44,ASSAULT,2015,1
3017022,25-44,BURGLARY,2015,1
3017022,25-44,CRIMINAL DAMAGE,2015,1
3017022,25-44,NARCOTICS,2015,2
3017023,25-44,ASSAULT,2015,1
3017023,25-44,BATTERY,2015,3
3017023,25-44,THEFT,2015,2
3017023,25-44,WEAPONS VIOLATION,2015,1
3018011,45-64,BATTERY,2015,2
3018011,45-64,CRIMINAL TRESPASS,2015,1
3018011,45-64,GAMBLING,2015,1
3018011,45-64,OTHER OFFENSE,2015,1
3018011,45-64,THEFT,2015,1
3018012,25-44,BATTERY,2015,6
3018012,25-44,CRIMINAL DAMAGE,2015,2
3018012,25-44,CRIMINAL TRESPASS,2015,1
3018012,25-44,DECEPTIVE PRACTICE,2015,2
3018012,25-44,HOMICIDE,2008,1
3018012,25-44,NARCOTICS,2015,3
3018012,25-44,OTHER OFFENSE,2015,1
3018012,25-44,ROBBERY,2015,2
3018012,25-44,THEFT,2015,3
3018021,18-24,ASSAULT,2015,1
3018021,18-24,BATTERY,2015,1
3018021,18-24,BURGLARY,2015,1
3018021,18-24,CRIMINAL TRESPASS,2015,1
3018021,18-24,OTHER OFFENSE,2015,1
3018021,18-24,ROBBERY,2015,1
3018021,18-24,STALKING,2015,1
3018021,18-24,THEFT,2015,1
3018022,18-24,ASSAULT,2015,1
3018022,18-24,CRIMINAL DAMAGE,2015,4
3018022,18-24,NARCOTICS,2015,2
3018022,18-24,OTHER OFFENSE,2015,1
3018022,18-24,THEFT,2015,2
3018023,5-17,BATTERY,2015,1
3018023,5-17,DECEPTIVE PRACTICE,2015,2
3018023,5-17,NARCOTICS,2015,3
3018023,5-17,OTHER OFFENSE,2015,1
3018023,5-17,THEFT,2015,1
3018031,25-44,BATTERY,2015,2
3018031,25-44,CRIMINAL DAMAGE,2015,1
3018031,25-44,DECEPTIVE PRACTICE,2014,1
3018032,25-44,BATTERY,2015,3
3018032,25-44,BURGLARY,2015,1
3018032,25-44,DECEPTIVE PRACTICE,2015,2
3018032,25-44,NARCOTICS,2015,3
3018032,25-44,OTHER OFFENSE,2015,1
3018032,25-44,THEFT,2015,1
3018033,25-44,CRIMINAL DAMAGE,2015,1
3018033,25-44,NARCOTICS,2015,1
3018033,25-44,THEFT,2015,2
3102001,25-44,ASSAULT,2015,1
3102001,25-44,CRIMINAL DAMAGE,2015,3
3102001,25-44,CRIMINAL TRESPASS,2015,1
3102001,25-44,DECEPTIVE PRACTICE,2015,1
3102001,25-44,GAMBLING,2015,1
3102001,25-44,NARCOTICS,2015,2
3102001,25-44,OTHER OFFENSE,2015,1
3102001,25-44,ROBBERY,2015,2
3102001,25-44,THEFT,2015,4
3102002,25-44,ASSAULT,2015,3
3102002,25-44,BATTERY,2015,1
3102002,25-44,DECEPTIVE PRACTICE,2015,2
3102002,25-44,INTERFERENCE WITH PUBLIC OFFICER,2015,1
3102002,25-44,NARCOTICS,2015,2
3102002,25-44,PUBLIC PEACE VIOLATION,2015,1
3102002,25-44,THEFT,2015,4
3102002,25-44,WEAPONS VIOLATION,2015,1
3103001,25-44,ASSAULT,2015,2
3103001,25-44,BATTERY,2015,5
3103001,25-44,DECEPTIVE PRACTICE,2015,1
3103001,25-44,MOTOR VEHICLE THEFT,2014,1
3103001,25-44,MOTOR VEHICLE THEFT,2015,1
3103001,25-44,NARCOTICS,2015,1
3103001,25-44,OTHER OFFENSE,2015,1
3103001,25-44,PUBLIC PEACE VIOLATION,2015,1
3103001,25-44,THEFT,2015,6
3104001,25-44,ASSAULT,2015,1
3104001,25-44,CRIMINAL DAMAGE,2015,2
3104001,25-44,DECEPTIVE PRACTICE,2015,2
3104001,25-44,NARCOTICS,2015,3
3104001,25-44,OFFENSE INVOLVING CHILDREN,2015,1
3104001,25-44,OTHER OFFENSE,2015,1
3104001,25-44,ROBBERY,2015,1
3104001,25-44,THEFT,2015,1
3105001,25-44,ASSAULT,2015,2
3105001,25-44,BATTERY,2015,1
3105001,25-44,BATTERY,2018,1
3105001,25-44,BURGLARY,2015,1
3105001,25-44,CRIMINAL DAMAGE,2015,3
3105001,25-44,CRIMINAL TRESPASS,2015,1
3105001,25-44,HOMICIDE,2008,1
3105001,25-44,MOTOR VEHICLE THEFT,2015,1
3105001,25-44,ROBBERY,2015,1
3105001,25-44,THEFT,2015,4
3106001,25-44,ASSAULT,2015,1
3106001,25-44,BATTERY,2015,2
3106001,25-44,DECEPTIVE PRACTICE,2015,1
3106001,25-44,NARCOTICS,2015,3
3106001,25-44,OFFENSE INVOLVING CHILDREN,2015,1
3106001,25-44,THEFT,2015,2
3106002,25-44,ASSAULT,2015,1
3106002,25-44,BATTERY,2015,1
3106002,25-44,BURGLARY,2015,1
3106002,25-44,DECEPTIVE PRACTICE,2015,1
3106002,25-44,OTHER OFFENSE,2015,4
3106003,25-44,ASSAULT,2015,2
3106003,25-44,BATTERY,2015,6
3106003,25-44,CRIMINAL DAMAGE,2015,1
3106003,25-44,HOMICIDE,2008,1
3106003,25-44,NARCOTICS,2015,1
3106003,25-44,OTHER OFFENSE,2015,1
3106003,25-44,THEFT,2015,3
3107001,25-44,BATTERY,2015,4
3107001,25-44,CRIMINAL DAMAGE,2015,2
3107001,25-44,DECEPTIVE PRACTICE,2015,1
3107001,25-44,MOTOR VEHICLE THEFT,2015,1
3107001,25-44,THEFT,2015,2
3108001,25-44,BATTERY,2015,3
3108001,25-44,NARCOTICS,2015,2
3108001,25-44,THEFT,2015,1
3108002,25-44,BATTERY,2015,2
3108002,25-44,NARCOTICS,2015,1
3108002,25-44,THEFT,2015,1
3108003,25-44,BATTERY,2015,2
3108003,25-44,BURGLARY,2015,2
3108003,25-44,NARCOTICS,2015,2
3108003,25-44,OTHER OFFENSE,2015,1
3108003,25-44,THEFT,2015,2
3108003,25-44,WEAPONS VIOLATION,2015,1
3109001,25-44,ARSON,2015,1
3109001,25-44,BATTERY,2015,2
3109001,25-44,CRIMINAL DAMAGE,2015,1
3109001,25-44,MOTOR VEHICLE THEFT,2015,1
3109001,25-44,NARCOTICS,2015,1
3109001,25-44,OFFENSE INVOLVING CHILDREN,2015,1
3109001,25-44,OTHER OFFENSE,2015,3
3109001,25-44,THEFT,2015,2
3109002,25-44,ASSAULT,2015,1
3109002,25-44,BATTERY,2015,1
3109002,25-44,BURGLARY,2015,1
3109002,25-44,CRIMINAL TRESPASS,2015,1
3109002,25-44,MOTOR VEHICLE THEFT,2015,1
3109002,25-44,NARCOTICS,2015,1
3109002,25-44,THEFT,2018,1
3109003,25-44,BATTERY,2015,1
3109003,25-44,DECEPTIVE PRACTICE,2015,1
3109003,25-44,MOTOR VEHICLE THEFT,2015,1
3109003,25-44,THEFT,2015,1
3201001,45-64,BATTERY,2015,2
3201001,45-64,CRIMINAL DAMAGE,2015,1
3201001,45-64,DECEPTIVE PRACTICE,2015,1
3201001,45-64,INTERFERENCE WITH PUBLIC OFFICER,2015,1
3201001,45-64,MOTOR VEHICLE THEFT,2015,1
3201001,45-64,NARCOTICS,2015,1
3201001,45-64,OTHER OFFENSE,2015,2
3201001,45-64,ROBBERY,2015,1
3201001,45-64,THEFT,2015,1
3201002,25-44,BATTERY,2015,5
3201002,25-44,CRIMINAL DAMAGE,2015,1
3201002,25-44,DECEPTIVE PRACTICE,2015,1
3201002,25-44,MOTOR VEHICLE THEFT,2015,2
3201002,25-44,NARCOTICS,2015,2
3201002,25-44,OTHER OFFENSE,2015,3
3201002,25-44,PUBLIC PEACE VIOLATION,2015,2
3201002,25-44,THEFT,2015,2
3201002,25-44,WEAPONS VIOLATION,2015,1
3201003,45-64,ASSAULT,2015,1
3201003,45-64,BATTERY,2015,6
3201003,45-64,CRIMINAL DAMAGE,2015,1
3201003,45-64,KIDNAPPING,2015,1
3201003,45-64,MOTOR VEHICLE THEFT,2015,1
3201003,45-64,THEFT,2015,1
3201004,25-44,BATTERY,2015,3
3201004,25-44,CRIMINAL DAMAGE,2015,2
3201004,25-44,DECEPTIVE PRACTICE,2015,3
3201004,25-44,MOTOR VEHICLE THEFT,2015,1
3201004,25-44,NARCOTICS,2015,1
3201004,25-44,OTHER OFFENSE,2015,1
3201004,25-44,THEFT,2015,3
3204001,18-24,ASSAULT,2015,1
3204001,18-24,BATTERY,2015,5
3204001,18-24,CRIMINAL DAMAGE,2015,2
3204001,18-24,DECEPTIVE PRACTICE,2015,3
3204001,18-24,MOTOR VEHICLE THEFT,2015,1
3204001,18-24,NARCOTICS,2015,1
3204001,18-24,OTHER OFFENSE,2015,5
3204001,18-24,ROBBERY,2015,1
3204001,18-24,THEFT,2015,6
3206001,25-44,BATTERY,2015,1
3206001,25-44,MOTOR VEHICLE THEFT,2015,2
3206001,25-44,OTHER OFFENSE,2015,1
3206001,25-44,THEFT,2015,4
3206002,25-44,ASSAULT,2015,1
3206002,25-44,CRIMINAL DAMAGE,2015,1
3206002,25-44,DECEPTIVE PRACTICE,2015,1
3206002,25-44,MOTOR VEHICLE THEFT,2015,1
3206002,25-44,NARCOTICS,2015,1
3206002,25-44,ROBBERY,2015,1
3206002,25-44,THEFT,2015,3
3206002,25-44,THEFT,2018,1
3206002,25-44,WEAPONS VIOLATION,2015,1
3301001,25-44,BATTERY,2015,1
3301001,25-44,CRIMINAL DAMAGE,2015,1
3301001,25-44,DECEPTIVE PRACTICE,2015,1
3301001,25-44,PUBLIC PEACE VIOLATION,2015,1
3301002,25-44,ASSAULT,2015,1
3301002,25-44,BATTERY,2015,1
3301002,25-44,BURGLARY,2015,1
3301002,25-44,CRIMINAL DAMAGE,2015,1
