rownumber,name,address,license desc,business desc,tract_block 
67127,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67141,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67144,JASSI K S INC.,5953 W 63RD ST 1,Package Goods,Retail Sales of Packaged Liquor,6403006029
67153,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67157,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67158,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67167,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67175,WHITEHALL HOTEL RESTAURANT INC,105 -111 E DELAWARE PL,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
67181,"DAVE & BUSTER'S OF ILLINOIS, INC.",1030 N CLARK ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8366002007
67184,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67192,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67205,LES NOMADES LIMITED PARTNERSHIP,222 E ONTARIO ST 1ST & 2ND,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315006007
67209,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67213,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67223,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67248,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67257,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67264,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67278,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67285,VEERASWAY LIMITED PARTNERSHIP,844 W RANDOLPH ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8330002030
67313,"CAPITAL GRILLE HOLDINGS, INC.",633 N ST CLAIR ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315006007
67314,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67315,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67333,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67348,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67357,INFUSION MANAGEMENT GROUP INC,875 N MICHIGAN AVE  95 TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
67358,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67366,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,5905001000
67370,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67384,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67421,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,333 W 35TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5905001000
67423,VEERASWAY LIMITED PARTNERSHIP,844 W RANDOLPH ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8330002030
67436,"WHOLE FOODS MARKET GROUP, INC.",1 N HALSTED ST 1,Package Goods,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,8330001064
67459,YOUNG & JAIME CORPORATION,5100 N WESTERN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8318005027
67518,"SALTY SAILOR, LLC",3732-3734 W IRVING PARK RD 1,Package Goods,Retail Sales of Packaged Liquor,1504021017
67605,J & K SEAFOOD INC.,4650 N CLARK ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,407001009
67611,PREMIER CATERING & EVENTS LLC,500 W JACKSON BLVD 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8370001001
67657,63RD FOOD & LIQUOR INC.,1813 W 63RD ST 1,Package Goods,Retail Sales of Packaged Liquor,6503011001
67660,TGI FRIDAY'S INC.,153 E ERIE ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315006007
67667,"WHOLE FOODS MARKET GROUP, INC.",1 N HALSTED ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8330001064
67701,PREMIER CATERING & EVENTS LLC,500 W JACKSON BLVD 1ST,Package Goods,Retail Sales of Packaged Liquor,8370001001
67710,"WHOLE FOODS MARKET GROUP, INC.",6009 N BROADWAY,Package Goods,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,9800001014
67774,"TACO LIBRE III, LLC",1110 N STATE ST 1 & 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8366002007
67923,"SIAM ON MADISON, INC.",1222 W MADISON ST 1 102,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8381002018
67966,AMERICAN DRUG STORES LLC,550 N STATE ST,Package Goods,Retail Sales of Packaged Liquor,2432002010
68008,AMERICAN DRUG STORES LLC,550 N STATE ST,Package Goods,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2432002010
68020,AMERICAN DRUG STORES LLC,550 N STATE ST,Package Goods,Retail Sales of Packaged Liquor,2432002010
68028,K & H LOUNGE INC,3750-3752 N CENTRAL AVE  1ST,Tavern,Tavern - Consumption of Liquor on Premise,1704001018
68043,CHICAGO KALBI INC,3752 W LAWRENCE AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
68049,CCES Chicago LLC,511 N COLUMBUS DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2430002014
68054,"INTERNATIONAL EXPORTS CHICAGO, LLC",60 E ONTARIO ST LL,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315006007
68084,AMERICAN DRUG STORES LLC,550 N STATE ST,Package Goods,Retail Sales of Packaged Liquor,2432002010
68088,"SEOUL DOOK BAE GEE RESTAURANT, INCORPORATED",3737 W LAWRENCE AVE E #,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
68090,"WATER TOWER HOTEL, LLC",160 E PEARSON ST 12,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2513005008
68126,"SEOUL DOOK BAE GEE RESTAURANT, INCORPORATED",3737 W LAWRENCE AVE E #,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
68141,HART DAVIS HART WINE CO.,1511 W 38TH ST 2,Package Goods,Retail Sales of Packaged Liquor,5802002003
68174,AMERICAN DRUG STORES LLC,550 N STATE ST,Package Goods,Retail Sales of Packaged Liquor,2432002010
68179,MARCO'S PARADISE INC.,3356-3358 N SHEFFIELD AVE,Tavern,Tavern - Consumption of Liquor on Premise,1708002010
68182,CHICAGO KALBI INC,3752 W LAWRENCE AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
68207,K & H LOUNGE INC,3750-3752 N CENTRAL AVE  1ST,Tavern,Tavern - Consumption of Liquor on Premise,1704001018
68224,"ISLAND PARTY HUT, LLC",355 E RIVERWALK SOUTH  1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,816001011
68285,K & H LOUNGE INC,3750-3752 N CENTRAL AVE  1ST,Tavern,Tavern - Consumption of Liquor on Premise,1704001018
68296,K & H LOUNGE INC,3750-3752 N CENTRAL AVE  1ST,Tavern,Tavern - Consumption of Liquor on Premise,1704001018
68298,AMERICAN DRUG STORES LLC,550 N STATE ST,Package Goods,Retail Sales of Packaged Liquor | Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM,2432002010
68387,CHICAGO KALBI INC,3752 W LAWRENCE AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
68391,GOLD STANDARD ENTERPRISES INC.,1240 E 47TH ST 1,Package Goods,Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Packaged Liquor,5804002017
68427,"P. J. WELLS, INC.",45 E RIVERWALK SOUTH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,816001011
68436,AMERICAN DRUG STORES LLC,550 N STATE ST,Package Goods,Retail Sales of Packaged Liquor,2432002010
68493,"1435 W. TAYLOR, INC.",1435 W TAYLOR ST 1ST,Tavern,Tavern - Consumption of Liquor on Premise,8430002001
68504,AMERICAN DRUG STORES LLC,550 N STATE ST,Package Goods,Retail Sales of Packaged Liquor,2432002010
68533,AMERICAN DRUG STORES LLC,550 N STATE ST,Package Goods,Retail Sales of Packaged Liquor,2432002010
68534,CHICAGO KALBI INC,3752 W LAWRENCE AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
68551,CHICAGO KALBI INC,3752 W LAWRENCE AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
68558,CCES Chicago LLC,511 N COLUMBUS DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2430002014
68570,K & H LOUNGE INC,3750-3752 N CENTRAL AVE  1ST,Tavern,Tavern - Consumption of Liquor on Premise,1704001018
68593,ALFRED & JEAN WILLIAMS,5525 W NORTH AVE  1,Tavern,Tavern - Consumption of Liquor on Premise,2504004013
68600,"SEOUL DOOK BAE GEE RESTAURANT, INCORPORATED",3737 W LAWRENCE AVE E #,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
68612,CCES Chicago LLC,511 N COLUMBUS DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2430002014
68620,CCES Chicago LLC,511 N COLUMBUS DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2430002014
68641,AMERICAN DRUG STORES LLC,550 N STATE ST,Package Goods,Retail Sales of Packaged Liquor,2432002010
68643,AMERICAN DRUG STORES LLC,550 N STATE ST,Package Goods,Retail Sales of Packaged Liquor,2432002010
68644,K & H LOUNGE INC,3750-3752 N CENTRAL AVE  1ST,Tavern,Tavern - Consumption of Liquor on Premise,1704001018
68655,CHICAGO KALBI INC,3752 W LAWRENCE AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
68695,CCES Chicago LLC,511 N COLUMBUS DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2430002014
68712,CHICAGO KALBI INC,3752 W LAWRENCE AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
68729,CCES Chicago LLC,511 N COLUMBUS DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2430002014
68763,AMERICAN DRUG STORES LLC,550 N STATE ST,Package Goods,Retail Sales of Packaged Liquor,2432002010
68797,K & H LOUNGE INC,3750-3752 N CENTRAL AVE  1ST,Tavern,Tavern - Consumption of Liquor on Premise,1704001018
68808,CHICAGO KALBI INC,3752 W LAWRENCE AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
68853,"SEOUL DOOK BAE GEE RESTAURANT, INCORPORATED",3737 W LAWRENCE AVE E #,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
68874,K & H LOUNGE INC,3750-3752 N CENTRAL AVE  1ST,Tavern,Tavern - Consumption of Liquor on Premise,1704001018
68879,CHICAGO KALBI INC,3752 W LAWRENCE AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
68888,NORTH SIDE CASINO,195 E DELAWARE PL  1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
68908,CHICAGO KALBI INC,3752 W LAWRENCE AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
68911,K & H LOUNGE INC,3750-3752 N CENTRAL AVE  1ST,Tavern,Tavern - Consumption of Liquor on Premise,1704001018
68972,"WATER TOWER HOTEL, LLC",160 E PEARSON ST 12,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
68995,CHICAGO KALBI INC,3752 W LAWRENCE AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
69029,K & H LOUNGE INC,3750-3752 N CENTRAL AVE  1ST,Tavern,Tavern - Consumption of Liquor on Premise,1704001018
69038,CCES Chicago LLC,511 N COLUMBUS DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2430002014
69083,K & H LOUNGE INC,3750-3752 N CENTRAL AVE  1ST,Tavern,Tavern - Consumption of Liquor on Premise,1704001018
69089,"SEOUL DOOK BAE GEE RESTAURANT, INCORPORATED",3737 W LAWRENCE AVE E #,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
69135,AMERICAN DRUG STORES LLC,550 N STATE ST,Package Goods,Retail Sales of Packaged Liquor,2432002010
69136,CHICAGO KALBI INC,3752 W LAWRENCE AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
69184,EVITA ARGENTINIAN STEAKHOUSE LLC,6112 N LINCOLN AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1002003003
69214,"RAFFAELLO HOTEL OPERATIONS, LLC",201 E DELAWARE PL,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
69215,"RAFFAELLO HOTEL OPERATIONS, LLC",201 E DELAWARE PL,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
69360,"PURPLE PIG CHEESE BAR AND PORK STORE, LLC",500 N MICHIGAN AVE 1ST 130,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2430002014
69447,2956 NORTH SHEFFIELD RESTAURANT LLC,2956 N SHEFFIELD AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1904021029
69464,"C FISH HOUSE, LLC",20 W KINZIE ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2433002028
69558,OM 3755 CORP.,801 W IRVING PARK RD 1ST,Package Goods,Retail Sales of Packaged Liquor,1602004027
69560,"MARKOVIC ENTERTAINMENT PRODUCTION, INC.",3142-3144 W IRVING PARK RD 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1504021017
69571,"RAFFAELLO HOTEL OPERATIONS, LLC",201 E DELAWARE PL,Tavern,Tavern - Consumption of Liquor on Premise,2513005008
69590,"C FISH HOUSE, LLC",20 W KINZIE ST 1,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2433002028
69607,ALIBABA RETRO BISTRO LLC,5211 N HARLEM AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1005005006
69643,"RAFFAELLO HOTEL OPERATIONS, LLC",201 E DELAWARE PL,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2513005008
69671,"BELLRUSH RESTAURANT, LLC",18-20 E BELLEVUE PL,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8366002007
69734,"SHRIMP SHOP, INC.",6311 N MILWAUKEE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1002005011
69736,"900 HOTEL VENTURE, LLC",120 E DELAWARE PL 1,Caterer's Liquor License,Catering of Liquor To Events,2513005008
69749,"SHRIMP SHOP, INC.",6311 N MILWAUKEE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1002005011
69776,"BENNY'S CHOPHOUSE, LLC",444 N WABASH AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2430002014
69798,"SHRIMP SHOP, INC.",6311 N MILWAUKEE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1002005011
69809,"SHRIMP SHOP, INC.",6311 N MILWAUKEE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1002005011
69814,"SHRIMP SHOP, INC.",6311 N MILWAUKEE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1002005011
69848,"SHRIMP SHOP, INC.",6305-6311 N MILWAUKEE AVE 1 AND BSMT,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1002005012
69861,"SHRIMP SHOP, INC.",6311 N MILWAUKEE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1002005011
69904,"SHRIMP SHOP, INC.",6311 N MILWAUKEE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1002005011
69917,"SHRIMP SHOP, INC.",6311 N MILWAUKEE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1002005011
69930,BJ BAR LLC,750 W CORNELIA AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,8311001000
69945,"SHRIMP SHOP, INC.",6311 N MILWAUKEE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1002005011
69954,"SHRIMP SHOP, INC.",6311 N MILWAUKEE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1002005011
69968,"SHRIMP SHOP, INC.",6311 N MILWAUKEE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1002005011
69973,"T&K ASSOCIATES, INC.",540 N WELLS ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2432002010
69991,"SHRIMP SHOP, INC.",6311 N MILWAUKEE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1002005011
69996,"7-ELEVEN, INC.",3600 W BELMONT AVE,Package Goods,Retail Sales of Packaged Liquor,1710002013
70000,"900 HOTEL VENTURE, LLC",120 E DELAWARE PL 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
70027,"SHRIMP SHOP, INC.",6311 N MILWAUKEE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1002005011
70034,"CARMINE'S CLAM HOUSE, INC.",1037-1043 N RUSH ST 1ST & 2ND,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8366002007
70057,"BOONE 'S OPPORTUNITY TWO, INC.",201 E OHIO ST,Package Goods,Retail Sales of Packaged Liquor,2432002010
70786,"BUBBA GUMP SHRIMP CO. RESTAURANTS, INC.",700 E GRAND AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2432002010
70874,COURTYARD MANAGEMENT CORPORATION,12 E HUBBARD ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2430002014
70961,MCCORMICK & SCHMICK RESTAURANT CORP.,1 E WACKER DR,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8378001002
71269,"LOWER LINK, INC.",952 W NEWPORT AVE,Tavern,Tavern - Consumption of Liquor on Premise,1708002010
71442,"ALEX CAR, INC.",4429 W DIVERSEY AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1906011004
71637,"BARRACO'S PIZZA, INC.",2105 W 95TH ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,7203002001
72804,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR  SERV/,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001002
72938,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR  GREAT,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8378001002
73579,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR  GREAT,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001002
74005,"THE STAR OF SIAM, INC.",11 E ILLINOIS ST,Tavern,Tavern - Consumption of Liquor on Premise,2430002014
74396,MCCORMICK & SCHMICK RESTAURANT CORP.,1 E WACKER DR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001002
74665,COURTYARD MANAGEMENT CORPORATION,12 E HUBBARD ST,Package Goods,Retail Sales of Packaged Liquor,2430002014
75185,"FLAPJAWS' SALOON, LTD.",840 N WABASH AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
76235,"HALF SHELL, INC.",676 W DIVERSEY PKWY,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8315001025
76831,"FLAPJAWS' SALOON, LTD.",840 N WABASH AVE 1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2513005008
76983,APPLE PANTRY CORPORATION,5835 W FULLERTON AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,1913011003
77175,"MIKU SUSHI, INC.",4514 N LINCOLN AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1505013003
78036,"HALF SHELL, INC.",676 W DIVERSEY PKWY,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8315001025
78375,RENAISSANCE HOTEL OPERATING COMPANY,1 W WACKER DR  1ST F,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001002
78512,1102 WEBSTER BAR JOINT VENTURE,1102 W WEBSTER AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,1911005014
79003,"PINSTRIPES, INC.",435 E ILLINOIS ST LL-1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2430002014
79075,SCH&T CORPORATION OF ILLINOIS,301 E NORTH WATER ST  TOWER,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2433002028
79279,"MORE HEAD UNLIMITED, INC.",2207 N CLYBOURN AVE 1 & 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1911005014
79384,SCH&T CORPORATION OF ILLINOIS,301 E NORTH WATER ST  LOBBY,Tavern,Tavern - Consumption of Liquor on Premise,2433002028
79497,"GRACE AND STELLA, INC.",5824 W DIVERSEY AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1906011004
79664,SCH&T CORPORATION OF ILLINOIS,301 E NORTH WATER ST STREE #,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2433002028
79940,ETNO GROUP LLC,2574-2580 N LINCOLN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8316002003
79957,"P. J. WELLS, INC.",1528 N WELLS ST 1 AND 2,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2504004013
79983,"GLASCOTT'S GROGGERY, INC.",2158 N HALSTED ST 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1911005014
80000,"Memories Inn, Inc.",5726 N WESTERN AVE,Tavern,Tavern - Consumption of Liquor on Premise,1003001022
80036,"JOEY'S SHRIMP HOUSE, INC.",1432 N WESTERN AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2306001009
80075,"321 BRIDGE, INC.",321 N CLARK ST LOWER 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8330002012
80103,THE CHICAGO ACADEMY OF SCIENCES,2430 N CANNON DR 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8316002006
80167,SCH&T CORPORATION OF ILLINOIS,301 E NORTH WATER ST  ESPLA,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2433002028
80198,SCH&T CORPORATION OF ILLINOIS,301 E NORTH WATER ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2433002028
80321,SCH&T CORPORATION OF ILLINOIS,301 E NORTH WATER ST  ESPLA,Outdoor Patio,Sale of Liquor Outdoors on Private Property,2433002028
80365,"LAWRY'S THE PRIME RIB, INC.",100 E ONTARIO ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315006007
80497,SCH&T CORPORATION OF ILLINOIS,301 E NORTH WATER ST  SERVI,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2433002028
80687,"VESUVIA, INC.",2211 N CLYBOURN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1911005014
80902,"WHOLE FOODS MARKET GROUP, INC.",3201-3225 N ASHLAND AVE 1-2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1708003014
81189,SCH&T CORPORATION OF ILLINOIS,301 E NORTH WATER ST  RIVER,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2433002028
81332,"WHOLE FOODS MARKET GROUP, INC.",3201-3225 N ASHLAND AVE 1-2,Package Goods,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,1708003014
81375,"PINSTRIPES, INC.",435 E ILLINOIS ST LL-1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2430002014
81426,"P. J. WELLS, INC.",1528 N WELLS ST 1 AND 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2504004013
81551,"321 BRIDGE, INC.",321 N CLARK ST LOWER 2,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8330002012
81569,"WALLY'S LOUNGE, INC.",3017 W BELMONT AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1710002013
81982,THE CHICAGO ACADEMY OF SCIENCES,2430 N CANNON DR 1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8316002006
82069,ETNO GROUP LLC,2574-2580 N LINCOLN AVE,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8316002003
82138,ETNO GROUP LLC,2574-2580 N LINCOLN AVE,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8316002003
82139,"STAR OF SUPERSTARS, INC.",600 S DEARBORN ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2522025004
82146,"Yebel 2003, Inc.",2642 N LINCOLN AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1906011004
82229,KOVAL INC.,5121 N RAVENSWOOD AVE,Package Goods,Retail Sales of Packaged Liquor,1006003031
82299,"BEVERAGE ART II, LLC",9016-9030 S HERMITAGE AVE 1,Package Goods,Retail Sales of Packaged Liquor,7201002014
82358,O'DONOGHUE TAVERNS LTD.,661 N CLARK ST,Tavern,Tavern - Consumption of Liquor on Premise,2315006007
82444,"FUN TIMES, INC.",345 W ARMITAGE AVE 1,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",2209012006
